17:18:26.016	SERVER	admin	OK	Server was started (port: 1984).
18:42:03.874	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:03.880	127.0.0.1:54634	admin	OK	Resource(s) added in 2.74 ms.	5.92 ms
18:42:03.881	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.21 ms
18:42:03.884	127.0.0.1:54634	admin	OK	Query executed in 2.38 ms.	2.64 ms
18:42:04.198	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:04.203	127.0.0.1:54634	admin	OK	Resource(s) added in 2.67 ms.	5.41 ms
18:42:04.204	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.25 ms
18:42:04.207	127.0.0.1:54634	admin	OK	Query executed in 2.96 ms.	3.25 ms
18:42:04.521	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.18 ms
18:42:04.527	127.0.0.1:54634	admin	OK	Resource(s) added in 2.67 ms.	6.31 ms
18:42:04.528	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.33 ms
18:42:04.532	127.0.0.1:54634	admin	OK	Query executed in 3.54 ms.	3.94 ms
18:42:04.841	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.16 ms
18:42:04.849	127.0.0.1:54634	admin	OK	Resource(s) added in 3.96 ms.	8.15 ms
18:42:04.849	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.2 ms
18:42:04.853	127.0.0.1:54634	admin	OK	Query executed in 3.09 ms.	3.41 ms
18:42:05.172	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:05.177	127.0.0.1:54634	admin	OK	Resource(s) added in 2.71 ms.	5.53 ms
18:42:05.178	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.28 ms
18:42:05.180	127.0.0.1:54634	admin	OK	Query executed in 2.15 ms.	2.36 ms
18:42:05.498	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.23 ms
18:42:05.504	127.0.0.1:54634	admin	OK	Resource(s) added in 3.23 ms.	6.0 ms
18:42:05.505	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.21 ms
18:42:05.507	127.0.0.1:54634	admin	OK	Query executed in 2.19 ms.	2.51 ms
18:42:05.824	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.29 ms
18:42:05.830	127.0.0.1:54634	admin	OK	Resource(s) added in 3.19 ms.	6.03 ms
18:42:05.831	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.21 ms
18:42:05.834	127.0.0.1:54634	admin	OK	Query executed in 2.35 ms.	2.63 ms
18:42:06.177	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:06.183	127.0.0.1:54634	admin	OK	Resource(s) added in 3.16 ms.	6.19 ms
18:42:06.184	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.2 ms
18:42:06.187	127.0.0.1:54634	admin	OK	Query executed in 2.42 ms.	2.69 ms
18:42:06.505	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:06.515	127.0.0.1:54634	admin	OK	Resource(s) added in 5.01 ms.	9.8 ms
18:42:06.515	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.2 ms
18:42:06.519	127.0.0.1:54634	admin	OK	Query executed in 3.47 ms.	3.83 ms
18:42:06.850	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:06.858	127.0.0.1:54634	admin	OK	Resource(s) added in 2.93 ms.	7.36 ms
18:42:06.858	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.24 ms
18:42:06.861	127.0.0.1:54634	admin	OK	Query executed in 2.64 ms.	2.92 ms
18:42:07.207	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:07.213	127.0.0.1:54634	admin	OK	Resource(s) added in 2.71 ms.	5.83 ms
18:42:07.213	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.21 ms
18:42:07.216	127.0.0.1:54634	admin	OK	Query executed in 2.97 ms.	3.22 ms
18:42:07.533	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:07.542	127.0.0.1:54634	admin	OK	Resource(s) added in 5.85 ms.	9.34 ms
18:42:07.543	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.19 ms
18:42:07.546	127.0.0.1:54634	admin	OK	Query executed in 2.55 ms.	2.77 ms
18:42:08.028	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:08.033	127.0.0.1:54634	admin	OK	Resource(s) added in 2.76 ms.	5.71 ms
18:42:08.034	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.2 ms
18:42:08.037	127.0.0.1:54634	admin	OK	Query executed in 2.61 ms.	2.86 ms
18:42:08.349	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.27 ms
18:42:08.360	127.0.0.1:54634	admin	OK	Resource(s) added in 6.28 ms.	10.23 ms
18:42:08.360	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.35 ms
18:42:08.365	127.0.0.1:54634	admin	OK	Query executed in 4.62 ms.	4.98 ms
18:42:08.739	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:08.747	127.0.0.1:54634	admin	OK	Resource(s) added in 3.65 ms.	7.41 ms
18:42:08.747	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.34 ms
18:42:08.758	127.0.0.1:54634	admin	OK	Query executed in 10.42 ms.	10.77 ms
18:42:09.076	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:09.083	127.0.0.1:54634	admin	OK	Resource(s) added in 2.82 ms.	6.69 ms
18:42:09.084	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.28 ms
18:42:09.089	127.0.0.1:54634	admin	OK	Query executed in 5.21 ms.	5.68 ms
18:42:09.399	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:09.405	127.0.0.1:54634	admin	OK	Resource(s) added in 2.76 ms.	5.72 ms
18:42:09.406	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.35 ms
18:42:09.409	127.0.0.1:54634	admin	OK	Query executed in 2.6 ms.	2.94 ms
18:42:09.724	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:09.730	127.0.0.1:54634	admin	OK	Resource(s) added in 2.86 ms.	5.64 ms
18:42:09.731	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.24 ms
18:42:09.733	127.0.0.1:54634	admin	OK	Query executed in 2.55 ms.	3.03 ms
18:42:10.053	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:10.058	127.0.0.1:54634	admin	OK	Resource(s) added in 2.74 ms.	5.51 ms
18:42:10.059	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.22 ms
18:42:10.062	127.0.0.1:54634	admin	OK	Query executed in 2.79 ms.	3.01 ms
18:42:10.376	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:10.382	127.0.0.1:54634	admin	OK	Resource(s) added in 2.59 ms.	5.33 ms
18:42:10.383	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.25 ms
18:42:10.386	127.0.0.1:54634	admin	OK	Query executed in 2.93 ms.	3.17 ms
18:42:10.702	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.14 ms
18:42:10.708	127.0.0.1:54634	admin	OK	Resource(s) added in 3.16 ms.	6.0 ms
18:42:10.708	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.23 ms
18:42:10.711	127.0.0.1:54634	admin	OK	Query executed in 2.73 ms.	2.97 ms
18:42:11.013	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:11.019	127.0.0.1:54634	admin	OK	Resource(s) added in 2.97 ms.	5.97 ms
18:42:11.020	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.22 ms
18:42:11.024	127.0.0.1:54634	admin	OK	Query executed in 3.9 ms.	4.29 ms
18:42:11.335	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:11.341	127.0.0.1:54634	admin	OK	Resource(s) added in 2.81 ms.	5.92 ms
18:42:11.342	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.2 ms
18:42:11.345	127.0.0.1:54634	admin	OK	Query executed in 2.95 ms.	3.19 ms
18:42:11.658	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:11.665	127.0.0.1:54634	admin	OK	Resource(s) added in 4.22 ms.	7.29 ms
18:42:11.665	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.21 ms
18:42:11.669	127.0.0.1:54634	admin	OK	Query executed in 3.47 ms.	3.76 ms
18:42:11.999	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:12.005	127.0.0.1:54634	admin	OK	Resource(s) added in 2.71 ms.	5.84 ms
18:42:12.005	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.2 ms
18:42:12.009	127.0.0.1:54634	admin	OK	Query executed in 3.2 ms.	3.45 ms
18:42:12.348	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:12.355	127.0.0.1:54634	admin	OK	Resource(s) added in 3.02 ms.	6.71 ms
18:42:12.355	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.23 ms
18:42:12.367	127.0.0.1:54634	admin	OK	Query executed in 11.25 ms.	11.6 ms
18:42:12.861	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.15 ms
18:42:12.866	127.0.0.1:54634	admin	OK	Resource(s) added in 2.81 ms.	5.48 ms
18:42:12.867	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.26 ms
18:42:12.870	127.0.0.1:54634	admin	OK	Query executed in 3.01 ms.	3.23 ms
18:42:13.207	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.2 ms
18:42:13.213	127.0.0.1:54634	admin	OK	Resource(s) added in 2.7 ms.	5.47 ms
18:42:13.213	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.16 ms
18:42:13.216	127.0.0.1:54634	admin	OK	Query executed in 3.01 ms.	3.25 ms
18:42:13.530	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.13 ms
18:42:13.536	127.0.0.1:54634	admin	OK	Resource(s) added in 3.16 ms.	6.06 ms
18:42:13.536	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.27 ms
18:42:13.540	127.0.0.1:54634	admin	OK	Query executed in 2.9 ms.	3.25 ms
18:42:13.857	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.11 ms
18:42:13.863	127.0.0.1:54634	admin	OK	Resource(s) added in 2.68 ms.	5.52 ms
18:42:13.863	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.18 ms
18:42:13.866	127.0.0.1:54634	admin	OK	Query executed in 2.94 ms.	3.27 ms
18:42:14.174	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:14.179	127.0.0.1:54634	admin	OK	Resource(s) added in 2.66 ms.	5.51 ms
18:42:14.180	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.28 ms
18:42:14.183	127.0.0.1:54634	admin	OK	Query executed in 3.47 ms.	3.75 ms
18:42:14.496	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.1 ms
18:42:14.502	127.0.0.1:54634	admin	OK	Resource(s) added in 2.66 ms.	5.6 ms
18:42:14.503	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.28 ms
18:42:14.506	127.0.0.1:54634	admin	OK	Query executed in 2.85 ms.	3.1 ms
18:42:14.831	127.0.0.1:54634	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.12 ms
18:42:14.836	127.0.0.1:54634	admin	OK	Resource(s) added in 2.5 ms.	5.58 ms
18:42:14.837	127.0.0.1:54634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.19 ms
18:42:14.840	127.0.0.1:54634	admin	OK	Query executed in 3.14 ms.	3.5 ms
18:43:08.658	127.0.0.1:54711	admin	REQUEST	OPEN f1	0.39 ms
18:43:08.663	127.0.0.1:54711	admin	OK	Database 'f1' was opened in 4.99 ms.	5.17 ms
18:43:14.004	127.0.0.1:54711	admin	REQUEST	OPEN f1	0.24 ms
18:43:14.005	127.0.0.1:54711	admin	OK	Database 'f1' was opened in 0.04 ms.	0.21 ms
18:43:14.005	127.0.0.1:54711	admin	REQUEST	DELETE RSS	0.25 ms
18:43:14.005	127.0.0.1:54711	admin	ERROR	Improper use? Potential bug? Your feedback is welcome: Contact: basex-talk@mailman.uni-konstanz.de Version: BaseX 9.4.4 Java: Oracle Corporation, 9 OS: Windows 10, amd64 Stack Trace: java.lang.RuntimeException: f1: lock file does not exist. at org.basex.util.Util.notExpected(Util.java:61) at org.basex.data.DiskData.finishUpdate(DiskData.java:246) at org.basex.core.cmd.ACreate.update(ACreate.java:97) at org.basex.core.cmd.Delete.run(Delete.java:30) at org.basex.core.Command.run(Command.java:257) at org.basex.core.Command.execute(Command.java:93) at org.basex.server.ClientListener.run(ClientListener.java:143)	0.39 ms
18:43:14.006	127.0.0.1:54711	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.22 ms
18:43:14.012	127.0.0.1:54711	admin	OK	Query executed in 5.45 ms.	5.75 ms
18:43:22.670	127.0.0.1:54711	admin	REQUEST	OPEN f1	0.34 ms
18:43:22.671	127.0.0.1:54711	admin	OK	Database 'f1' was opened in 0.02 ms.	0.24 ms
18:43:22.671	127.0.0.1:54711	admin	REQUEST	DELETE RSS	0.31 ms
18:43:22.675	127.0.0.1:54711	admin	OK	0 resource(s) deleted in 1.05 ms.	3.22 ms
18:43:24.793	127.0.0.1:54711	admin	REQUEST	ADD TO RSS [...]	0.09 ms
18:43:24.804	127.0.0.1:54711	admin	OK	Resource(s) added in 6.99 ms.	11.24 ms
18:43:24.805	127.0.0.1:54711	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.36 ms
18:43:24.811	127.0.0.1:54711	admin	OK	Query executed in 5.36 ms.	5.7 ms
18:43:32.365	127.0.0.1:54711	admin	REQUEST	OPEN f1	0.27 ms
18:43:32.365	127.0.0.1:54711	admin	OK	Database 'f1' was opened in 0.02 ms.	0.14 ms
18:43:32.365	127.0.0.1:54711	admin	REQUEST	DELETE RSS	0.14 ms
18:43:32.369	127.0.0.1:54711	admin	OK	1 resource(s) deleted in 0.8 ms.	3.4 ms
18:43:34.310	127.0.0.1:54711	admin	REQUEST	ADD TO RSS [...]	0.11 ms
18:43:34.320	127.0.0.1:54711	admin	OK	Resource(s) added in 6.41 ms.	9.79 ms
18:43:34.321	127.0.0.1:54711	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.25 ms
18:43:34.331	127.0.0.1:54711	admin	OK	Query executed in 9.8 ms.	10.14 ms
18:43:40.993	127.0.0.1:54711	admin	REQUEST	OPEN f1	0.4 ms
18:43:40.993	127.0.0.1:54711	admin	OK	Database 'f1' was opened in 0.02 ms.	0.15 ms
18:43:40.993	127.0.0.1:54711	admin	REQUEST	DELETE RSS	0.27 ms
18:43:40.998	127.0.0.1:54711	admin	OK	1 resource(s) deleted in 1.2 ms.	4.08 ms
18:43:43.146	127.0.0.1:54711	admin	REQUEST	ADD TO RSS [...]	0.12 ms
18:43:43.156	127.0.0.1:54711	admin	OK	Resource(s) added in 6.13 ms.	9.58 ms
18:43:43.156	127.0.0.1:54711	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.31 ms
18:43:43.162	127.0.0.1:54711	admin	OK	Query executed in 5.52 ms.	5.77 ms
18:44:31.004	127.0.0.1:54723	admin	REQUEST	OPEN f1	0.43 ms
18:44:31.006	127.0.0.1:54723	admin	OK	Database 'f1' was opened in 2.41 ms.	2.57 ms
18:44:31.807	127.0.0.1:54723	admin	REQUEST	OPEN f1	0.4 ms
18:44:31.807	127.0.0.1:54723	admin	OK	Database 'f1' was opened in 0.26 ms.	0.75 ms
18:44:31.808	127.0.0.1:54723	admin	REQUEST	DELETE RSS	0.23 ms
18:44:31.808	127.0.0.1:54723	admin	ERROR	Improper use? Potential bug? Your feedback is welcome: Contact: basex-talk@mailman.uni-konstanz.de Version: BaseX 9.4.4 Java: Oracle Corporation, 9 OS: Windows 10, amd64 Stack Trace: java.lang.RuntimeException: f1: lock file does not exist. at org.basex.util.Util.notExpected(Util.java:61) at org.basex.data.DiskData.finishUpdate(DiskData.java:246) at org.basex.core.cmd.ACreate.update(ACreate.java:97) at org.basex.core.cmd.Delete.run(Delete.java:30) at org.basex.core.Command.run(Command.java:257) at org.basex.core.Command.execute(Command.java:93) at org.basex.server.ClientListener.run(ClientListener.java:143)	0.37 ms
18:44:31.809	127.0.0.1:54723	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.26 ms
18:44:31.814	127.0.0.1:54723	admin	OK	Query executed in 5.74 ms.	5.96 ms
18:44:38.808	127.0.0.1:54723	admin	REQUEST	OPEN f1	0.34 ms
18:44:38.808	127.0.0.1:54723	admin	OK	Database 'f1' was opened in 0.01 ms.	0.13 ms
18:44:38.808	127.0.0.1:54723	admin	REQUEST	DELETE RSS	0.12 ms
18:44:38.812	127.0.0.1:54723	admin	OK	1 resource(s) deleted in 1.1 ms.	3.69 ms
18:44:38.813	127.0.0.1:54723	admin	REQUEST	DELETE rssf1.xml	0.48 ms
18:44:38.817	127.0.0.1:54723	admin	OK	1 resource(s) deleted in 0.95 ms.	3.97 ms
18:44:41.057	127.0.0.1:54723	admin	REQUEST	ADD TO RSS [...]	0.1 ms
18:44:41.065	127.0.0.1:54723	admin	OK	Resource(s) added in 6.39 ms.	9.09 ms
18:44:41.066	127.0.0.1:54723	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.24 ms
18:44:41.071	127.0.0.1:54723	admin	OK	Query executed in 4.28 ms.	4.56 ms
18:44:48.047	127.0.0.1:54723	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.25 ms
18:44:48.049	127.0.0.1:54723	admin	OK	Query executed in 1.33 ms.	1.65 ms
18:44:49.234	127.0.0.1:54723	admin	REQUEST	ADD TO 2000/2000drivers [...]	0.09 ms
18:44:49.239	127.0.0.1:54723	admin	OK	Resource(s) added in 2.74 ms.	5.46 ms
18:49:14.997	127.0.0.1:54763	admin	REQUEST	OPEN f1	0.57 ms
18:49:15.002	127.0.0.1:54763	admin	OK	Database 'f1' was opened in 4.28 ms.	4.61 ms
18:49:24.958	127.0.0.1:54763	admin	REQUEST	OPEN f1	0.21 ms
18:49:24.958	127.0.0.1:54763	admin	OK	Database 'f1' was opened in 0.01 ms.	0.13 ms
18:49:24.959	127.0.0.1:54763	admin	REQUEST	DELETE RSS	0.15 ms
18:49:24.962	127.0.0.1:54763	admin	OK	0 resource(s) deleted in 1.03 ms.	3.26 ms
18:49:24.963	127.0.0.1:54763	admin	REQUEST	DELETE rssf1.xml	0.16 ms
18:49:24.965	127.0.0.1:54763	admin	OK	1 resource(s) deleted in 0.7 ms.	3.11 ms
18:49:27.465	127.0.0.1:54763	admin	REQUEST	ADD TO RSS [...]	0.1 ms
18:49:27.475	127.0.0.1:54763	admin	OK	Resource(s) added in 7.01 ms.	10.11 ms
18:49:27.475	127.0.0.1:54763	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.18 ms
18:49:27.480	127.0.0.1:54763	admin	OK	Query executed in 4.56 ms.	4.8 ms
18:49:34.425	127.0.0.1:54763	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.39 ms
18:49:34.427	127.0.0.1:54763	admin	OK	Query executed in 2.37 ms.	2.77 ms
18:52:13.455	127.0.0.1:54787	admin	REQUEST	OPEN f1	0.5 ms
18:52:13.458	127.0.0.1:54787	admin	OK	Database 'f1' was opened in 2.71 ms.	2.95 ms
18:52:20.871	127.0.0.1:54794	admin	REQUEST	OPEN f1	0.22 ms
18:52:20.874	127.0.0.1:54794	admin	OK	Database 'f1' was opened in 2.46 ms.	2.63 ms
18:52:21.145	127.0.0.1:54794	admin	REQUEST	OPEN f1	0.22 ms
18:52:21.145	127.0.0.1:54794	admin	OK	Database 'f1' was opened in 0.01 ms.	0.13 ms
18:52:21.146	127.0.0.1:54794	admin	REQUEST	DELETE RSS	0.2 ms
18:52:21.149	127.0.0.1:54794	admin	OK	1 resource(s) deleted in 1.08 ms.	3.49 ms
18:52:21.150	127.0.0.1:54794	admin	REQUEST	DELETE rssf1.xml	0.24 ms
18:52:21.151	127.0.0.1:54794	admin	OK	0 resource(s) deleted in 0.62 ms.	1.25 ms
18:52:23.214	127.0.0.1:54794	admin	REQUEST	ADD TO RSS [...]	0.09 ms
18:52:23.224	127.0.0.1:54794	admin	OK	Resource(s) added in 6.4 ms.	9.38 ms
18:52:23.224	127.0.0.1:54794	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.17 ms
18:52:23.229	127.0.0.1:54794	admin	OK	Query executed in 4.43 ms.	4.7 ms
19:12:54.905	127.0.0.1:54794	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.4 ms
19:12:54.908	127.0.0.1:54794	admin	OK	Query executed in 2.31 ms.	2.79 ms
19:13:26.669	127.0.0.1:54908	admin	REQUEST	OPEN f1	0.37 ms
19:13:26.672	127.0.0.1:54908	admin	OK	Database 'f1' was opened in 2.77 ms.	2.92 ms
19:13:39.304	127.0.0.1:54912	admin	REQUEST	OPEN f1	0.19 ms
19:13:39.307	127.0.0.1:54912	admin	OK	Database 'f1' was opened in 2.24 ms.	2.38 ms
19:13:44.626	127.0.0.1:54912	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.27 ms
19:13:44.628	127.0.0.1:54912	admin	OK	Query executed in 2.22 ms.	2.8 ms
19:14:45.353	127.0.0.1:54924	admin	REQUEST	OPEN f1	0.3 ms
19:14:45.356	127.0.0.1:54924	admin	OK	Database 'f1' was opened in 3.36 ms.	3.52 ms
19:14:58.107	127.0.0.1:54924	admin	REQUEST	OPEN f1	0.31 ms
19:14:58.107	127.0.0.1:54924	admin	OK	Database 'f1' was opened in 0.02 ms.	0.29 ms
19:14:58.108	127.0.0.1:54924	admin	REQUEST	DELETE RSS	0.18 ms
19:14:58.114	127.0.0.1:54924	admin	OK	0 resource(s) deleted in 2.87 ms.	6.25 ms
19:14:58.115	127.0.0.1:54924	admin	REQUEST	DELETE rssf1.xml	0.33 ms
19:14:58.119	127.0.0.1:54924	admin	OK	1 resource(s) deleted in 1.1 ms.	4.8 ms
19:14:59.092	127.0.0.1:54924	admin	REQUEST	OPEN f1	0.3 ms
19:14:59.092	127.0.0.1:54924	admin	OK	Database 'f1' was opened in 0.02 ms.	0.14 ms
19:14:59.093	127.0.0.1:54924	admin	REQUEST	DELETE RSS	0.12 ms
19:14:59.095	127.0.0.1:54924	admin	OK	0 resource(s) deleted in 1.05 ms.	1.98 ms
19:14:59.095	127.0.0.1:54924	admin	REQUEST	DELETE rssf1.xml	0.24 ms
19:14:59.097	127.0.0.1:54924	admin	OK	0 resource(s) deleted in 0.97 ms.	2.24 ms
19:15:00.090	127.0.0.1:54924	admin	REQUEST	ADD TO RSS [...]	0.09 ms
19:15:00.100	127.0.0.1:54924	admin	OK	Resource(s) added in 6.07 ms.	9.09 ms
19:15:00.100	127.0.0.1:54924	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.18 ms
19:15:00.106	127.0.0.1:54924	admin	OK	Query executed in 5.23 ms.	5.49 ms
19:15:00.954	127.0.0.1:54924	admin	REQUEST	ADD TO RSS [...]	0.15 ms
19:15:00.968	127.0.0.1:54924	admin	OK	Resource(s) added in 10.53 ms.	14.95 ms
19:15:00.969	127.0.0.1:54924	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.19 ms
19:15:00.976	127.0.0.1:54924	admin	OK	Query executed in 6.58 ms.	6.81 ms
19:15:06.587	127.0.0.1:54924	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.21 ms
19:15:06.589	127.0.0.1:54924	admin	OK	Query executed in 1.33 ms.	1.66 ms
19:15:59.729	127.0.0.1:54944	admin	REQUEST	OPEN f1	0.29 ms
